,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
2198.00643675,0.9537003569604833,0.963049013738825,0.9761700711299967,0.9265354949141478,0.8911064930151115,0.9239578986813048,0.9558136567810585,0.9092698536821365,0.9964229562334664,0.9947997361330868,0.9965679572172167,0.9961436489544037,0.9739802944901174,0.982585432380187,0.9847105863516226,0.984885659726716,0.8221324641580358,0.9437696330946889,0.9771684647298883,0.8277935188463641,0.947352324985684,0.9604690978940634,0.9292712207058602,0.9585089437948011,0.9632900789339326,0.9343079576969775,0.9904419552321336,0.9906897689576887,0.9888810855172859,0.9928158416602085,0.9023168327286845,0.8916319030732427,0.8877233639250569,0.893570676335161,0.9875800224651285,0.9883046689412608,0.9853702342480514,0.9894370296238565,0.9060515782403906,0.9072865407602634,0.9072144125597535,0.926563157732873,0.9133246675900691,0.9068494176643626,0.9004751410836961,0.8997144640776255,0.9999657778958234,0.9999399546868077,0.9808626049108831,0.9992005741816248,0.9993339519862928,0.9998657511172465
2207.20587807,0.9461275492243054,0.9540738748768822,0.9675826481001711,0.9153876096172833,0.8889974632322686,0.9202091576034032,0.9509203252036863,0.9044804507825501,0.996612016829933,0.9953937337343413,0.9961942720286413,0.997205299597051,0.9716331052127094,0.9802542725532262,0.9830068936742882,0.9838263845618177,0.8239667824947541,0.9421365288100525,0.9731369768343079,0.8296432853757878,0.940953787401402,0.954140673147492,0.9196840166307474,0.9530519362290827,0.9573312392561956,0.9241361229515497,0.9906458314915189,0.9917078084828079,0.9887387071055878,0.9937501977408987,0.9037169000749344,0.8924948100469732,0.888543486435721,0.8947917391826887,0.9863643187803192,0.9864316447002304,0.9842179835709196,0.9865740822486806,0.8941581016239617,0.8970607597551947,0.9000919914695813,0.9172746111705451,0.8910975794103971,0.8838060992103108,0.8761693851839879,0.8772515581592348,0.9992652445753463,1.0,0.9790238467019012,0.9982240990012952,0.9989827208166142,0.9999343586630619
2216.43201972,0.9518467653465269,0.9551913494313662,0.96504235254372,0.9128826720212124,0.887289896404547,0.9173485923163176,0.9437924127507625,0.9001802006210706,0.9985954375048415,0.997491647001614,0.998060741675134,0.9976107533612506,0.9718424414376083,0.9799148150205993,0.9819679677217373,0.9835349357935675,0.8266314227952775,0.9418153260662088,0.9711978649901993,0.832638534907534,0.9386308234096437,0.9537812814003538,0.9171617446577708,0.9510954663342814,0.9553547135012275,0.9221575018899703,0.9943816569586728,0.996167223047234,0.9931470108231536,0.9977710683492008,0.9198530822460207,0.9086092371160582,0.905056790965405,0.9128622410725087,0.984142785689397,0.9852078829113327,0.983590857988676,0.9854300142031048,0.9070146867453084,0.9110300800058232,0.9133449516341664,0.9290895730659879,0.8837968914373406,0.8751727236394001,0.8644690192381411,0.8667312815121796,0.9998864725858279,1.0,0.9773046262662612,0.9988259490166114,1.0,0.9992801190086148
2225.68487077,0.9621854689409145,0.9635828605415924,0.967242341531725,0.9187143392360023,0.88727122249081,0.9160959203382414,0.9372351353962464,0.8999032948648392,0.9991677986430559,1.0,0.9988124746788632,0.9997805752575385,0.9714273300947456,0.978806228841222,0.9820827796637819,0.9817852096864609,0.8311975294364152,0.9453205095117095,0.9751732777615351,0.8378625264126386,0.9446350740400076,0.956549192652229,0.9249698848434371,0.955133441079341,0.959135461617692,0.9292804460107673,0.997819631829069,0.9976994377978244,0.9977076854679223,1.0,0.9401419779726067,0.9297597156673842,0.9261582213386965,0.936438863107016,0.983782571662511,0.9845075664158455,0.9847244380158066,0.9856412772093593,0.9287770047644396,0.9316522066726485,0.9370987026656632,0.9478904710132364,0.8891838191074759,0.8812036349759468,0.8680984067022853,0.8715908766526778,0.9999114839402853,1.0,0.9768101918779889,0.9987637559881275,0.999840168982428,0.9991795046302564
2234.96443997,0.9672016370150789,0.9725652717846968,0.9724015422048056,0.930284293816472,0.8872105366392202,0.9165598758795257,0.9344208909916134,0.899607018519556,1.0,0.9997527328992304,1.0,0.9999234670812616,0.9727398616195616,0.9803493934548941,0.9830319511181985,0.981135403351107,0.8362488669391073,0.952296043335238,0.9810693679495669,0.8471015213294353,0.9531607133969917,0.9640832546539193,0.9365977680533385,0.9608146222330901,0.9653003685613443,0.9407099209571459,0.999120016554359,1.0,1.0,1.0,0.9564757067662588,0.9476827690533819,0.9446302049095868,0.954554817325222,0.9838307605631682,0.984475426108469,0.9851560477067582,0.9865470651987319,0.9482516871433766,0.9492447356646155,0.9554870908651953,0.9616094195260888,0.9047855852796669,0.8990408568938887,0.8870781995560236,0.8915781984176605,0.9999999999999998,1.0,0.9770335876474366,0.999070010534407,0.9997416423909571,0.9990425016222765
2244.27015399,0.9677045108517839,0.9798861177481099,0.9761953732850276,0.9432933651558296,0.8892074316518969,0.9167581496094698,0.9327904793959876,0.9020665809554128,1.0,0.9996065605647917,0.9990627949004734,1.0,0.9741238149132426,0.983573246131468,0.98425572556094,0.9816561536296078,0.8404317029140819,0.9581204596202358,0.984577078493133,0.8571654495601287,0.9624149555386449,0.9698432642252659,0.9473029149451397,0.96538251433069,0.9688975427945854,0.9507508574672787,1.0,0.9985724606480705,0.9991929511600215,1.0,0.9710854299640956,0.9637521502579173,0.9607881729183677,0.9685520583122997,0.9850236426652118,0.9847196591219082,0.9867627321933617,0.9878426164809706,0.9616824972222319,0.9615933151984885,0.9653176286406069,0.971970851788602,0.9226848234453214,0.9213120374799987,0.9093071188874772,0.9145878630398845,0.9999999999999998,1.0,0.9775062924196359,0.9982805585286068,0.9987337455417531,0.9989771868197439
2253.60010501,0.9701554964855261,0.985621118862351,0.9795050969637487,0.9577807405204386,0.890392403852993,0.9177124659448728,0.9331980145771384,0.907353154448419,0.9992411468031257,0.998391787075659,0.9982996493449232,0.9989557533320229,0.9756787853453408,0.9856443463093203,0.9862192803788961,0.9838798939474437,0.8447518460923044,0.963279548372562,0.9858087891002176,0.8662837171417219,0.9701876590835313,0.9750132901263864,0.9560215267875437,0.9714807740552014,0.9732697996361671,0.9586884720287079,1.0,0.9954739073432849,0.9937865687123429,0.9994814197399224,0.9835339801847309,0.977941448588765,0.9745800849503201,0.9809596703333064,0.9866642506097764,0.9861857475517295,0.9878131822244405,0.9895850578607442,0.967400726236708,0.9711234034443487,0.9666794657363351,0.9793347253242665,0.9407640298269171,0.9411297419148696,0.9297493489281662,0.9348127698696451,0.9999999999999998,0.9995798032745782,0.9774820809243634,0.99893062533325,0.9986523742507557,0.9994681027276416
2262.95428072,0.9761879939632656,0.9921701500581809,0.9880785790304096,0.9745000625303032,0.8924180319040331,0.9197097497980937,0.933425146317745,0.9140259314556604,0.9963419426062452,0.9967640735680257,0.9946148179779856,0.9968651932295122,0.978655284898709,0.9890445445447161,0.9879989652778133,0.9871526989395986,0.8520057163040837,0.966149323643707,0.9875868316867215,0.8703377817533493,0.9791140067429775,0.9795507064796001,0.9654600706557331,0.9769639193368602,0.9789623380130116,0.9684331983716808,0.9939859205258916,0.9909601448028765,0.9837316703348873,0.995369836351216,0.9929345884975178,0.988169235551887,0.987052432815608,0.9897638019836081,0.989121922067625,0.9883282140780029,0.9880617752947829,0.9919142428170336,0.9688812830436021,0.9750486771699394,0.966927547761319,0.9823752928466107,0.9576960919413707,0.9584263876783289,0.9519016307110919,0.9574572802164028,0.9999999999999998,0.9996335199622685,0.9782807439566705,0.9990743805066168,0.9993836641231879,0.9988163161473089
2272.33266852,0.9816363073118282,0.9983074308734934,0.9954334165919878,0.9889488569109472,0.8943840110734894,0.9192099375453625,0.9316522717566817,0.9195550226988756,0.9900202705273973,0.9915569068886346,0.9880777137623584,0.9912116024637087,0.9803991648319664,0.9891850046584169,0.9899473712046327,0.9892506060948565,0.8608926868706089,0.9709707367065294,0.9911674806361865,0.8775731822037286,0.9889005249438695,0.9844091035318199,0.9755079072181065,0.9826341364249843,0.9855946796383375,0.9791474329680931,0.9832015242828291,0.983590684706394,0.9705091613092771,0.9872842641839978,0.9981999858716566,0.9952727825670329,0.9943302812586076,0.9960362585335787,0.9899870415552935,0.9878757512417351,0.9873679244150455,0.9919428987991168,0.9670469834900437,0.9711642896068364,0.9624255965638663,0.9819027958661565,0.9758967720013623,0.9768248923540159,0.975705682180293,0.9794075270349446,0.9999999999999998,0.9999861537961177,0.9815967172201867,0.999658769512519,0.9982155291836348,0.998012602778359
2281.73525558,0.9838264650103173,1.0,1.0,0.9976730572898697,0.895769281065015,0.918011209359568,0.9331766666718841,0.923062506834806,0.9804770391563198,0.9827830061943885,0.9781191011024393,0.9818966463007482,0.9824383067970742,0.9909661921329018,0.9903186723294527,0.9907459329501241,0.8695571034241699,0.9774713660434173,0.9955578464626502,0.8890596745291084,0.9948476125246607,0.9910264200959467,0.9864540489461927,0.9892673469100768,0.9912686292016099,0.989324885369188,0.9704754215035635,0.9708777584916356,0.9566585158103711,0.9741229428531716,0.9995754896840319,0.9995024625752061,0.9995672083535867,0.9997058989058341,0.9874676388339696,0.9865903564903831,0.9868770062695407,0.989244799800961,0.9638559850200417,0.9685410749220457,0.9552356528317635,0.9798019365751122,0.9922669880052069,0.9937055893800906,0.9931004917408879,0.9935887967543071,0.9999999999999998,0.9999569907580422,0.9825139171692873,1.0,0.9988417363708237,0.9970613480483835
2291.16202877,0.9816439869938489,1.0,0.9986484644332204,1.0,0.8958557265465944,0.9197986289588814,0.9382176315508096,0.9264657393172007,0.9695631684577695,0.9704614580760437,0.9659048412627651,0.969626629951341,0.9832113973640886,0.9922674944846049,0.9919885995834617,0.9926127524912594,0.8784230953303572,0.9832506923271448,0.9977957786709741,0.9005772118698386,0.9973108619702772,0.9952191822464284,0.9938362386789578,0.9914804853156594,0.992353367084176,0.9953297485444312,0.960350379821241,0.9616342481967282,0.9456148575143184,0.964628655762812,1.0,1.0,1.0,1.0,0.9860011971514152,0.9870928414627912,0.9871314701080812,0.9858535207683693,0.9565812684033984,0.9611015143322368,0.9477361313255496,0.973884550714287,1.0,0.9994798287187668,1.0,1.0,0.9999999999999998,1.0,0.9856789589142522,0.9999627119300288,0.9984443372719578,0.9981448569843063
2300.61297471,0.9727895764520712,0.9962437418515067,0.9944440168826144,1.0,0.9020646699740027,0.9242720898867225,0.942272379642157,0.9328118990747962,0.9596144653201114,0.9606633034989855,0.9560408864463219,0.9600791054413463,0.9858113657716772,0.9934571924147451,0.9933163441189309,0.9941960006240775,0.8891283373748066,0.9869137686378554,0.9992254451610167,0.9119252438674303,0.9947095786860164,0.9965966051753272,0.9984132734719209,0.9928547104976285,0.9920029261892861,0.9994398665972822,0.9586462502757369,0.9584429697752341,0.9402059615127368,0.9649732378129788,1.0,1.0,1.0,1.0,0.9850717944979136,0.9871558387135281,0.9860537802976421,0.9860834978184233,0.9465761916483632,0.9510506408224685,0.9410279777871369,0.9668845720199396,0.9998308095848696,1.0,0.9979069884648639,1.0,0.9999999999999998,1.0,0.9888199679502192,0.9986831874916188,0.9973751138706782,0.9966333824176562
2310.08279923,0.9608523182043242,0.988401152827411,0.9872569333363207,0.9936905290780597,0.9070657735151978,0.9284288655341427,0.9471109841769917,0.9436540343238339,0.9520008452055666,0.9523323614617606,0.9487197765275959,0.9532023419558492,0.9883109955854797,0.9950381707251444,0.9943493596324351,0.9938330439212165,0.9000105200029039,0.9891479680702959,1.0,0.9218174190178251,0.9920829721377847,0.9958392144497924,0.9995778348750558,0.9941672270477884,0.9924755194201248,0.9999031359399657,0.9642504470741322,0.9618671170343437,0.9452817966940558,0.9652525834005742,1.0,1.0,1.0,1.0,0.9856694180210545,0.9868358359024489,0.986921584756661,0.9862952939304882,0.9426426393133559,0.9464474087170265,0.9363836871901636,0.964745979763163,0.9871519382859415,0.9908630266714082,0.9886398090431472,0.9866579479554357,0.9999999999999998,1.0,0.9901606284418546,0.9983696466078474,0.9987923268349609,0.997559753630611
2319.55711841,0.948422861399843,0.9776393350238762,0.9752134087029811,0.9839483049408144,0.9140870246266646,0.9328579387156877,0.9509983087949616,0.9601658900243529,0.9479800363657579,0.947152620871566,0.9432118261832495,0.9474437397813515,0.9904548254980559,0.9957957040151948,0.9934904998643834,0.9945515370339623,0.9081051585493813,0.9909075410482782,0.9997690001392039,0.9287962660534697,0.9883396546280178,0.9952753306792551,1.0,0.9956967900967113,0.9920090193675938,1.0,0.97336299574528,0.9701460493770272,0.9547670924489277,0.9683312385744605,0.9976351973927013,0.9995222793328752,0.9980591474748646,0.9981828595330771,0.9864604599227651,0.9895979059962178,0.9888339791878198,0.9874580068372841,0.9395777811930547,0.9493904913621798,0.9375794678571975,0.9655302109508512,0.9680695588655273,0.9793879161053596,0.9747904284692134,0.9691034397353053,0.9999999999999998,1.0,0.9917769853742645,0.9987651168839224,0.9972170786438088,0.9974804248448711
2329.03590187,0.9364746594068842,0.9670475444655711,0.963598353309242,0.9723967546420909,0.9195210064856321,0.9379894630527792,0.9543957503618393,0.971189867944441,0.9511724270641746,0.9489541525011694,0.9448149818443844,0.9503460977346234,0.9937631028398234,0.9991759558600064,0.994369607319101,0.9961331641169601,0.9197452792463471,0.9960612251620362,0.9998364946069593,0.9384605837297345,0.9878960062731754,0.9943146956587511,0.9998928060945727,0.9959652902924744,0.9943396253759288,0.999306082032506,0.9807527389371826,0.9810118843893024,0.9618654624901677,0.9756803517503816,0.9947354925578372,0.9969349554618328,0.9976662122799757,0.9952298524622825,0.9886002249711504,0.9923694431427128,0.9917580882549648,0.9890207204278133,0.9360229876516124,0.9535841420297833,0.9446580048307043,0.9669256244321943,0.9543369302765622,0.9692161385644414,0.9583218520113619,0.9532253041365902,0.9999999999999998,1.0,0.9909229196475493,0.998130307491686,0.9979183929984439,0.9965101392309055
2338.51911953,0.9277070538515787,0.9571036292677669,0.9572541204751571,0.9659742931167987,0.9239378759029682,0.9414301233512595,0.9638209303751903,0.9763828905907007,0.9613336323931241,0.9594065583757151,0.9546846357504599,0.9594596207020332,0.9982284627159651,1.0,0.9944700013268555,0.9973325916321001,0.9315953761213402,0.9997622329086268,0.9986268932879209,0.9510598402575571,0.9900790676818245,0.9962106620303718,1.0,0.9986965135624811,0.9965577121536761,0.9998291136360364,0.985532921042346,0.9888781200179475,0.9676201761571906,0.9864307698463834,0.9925057810104154,0.9957024274018851,0.9936912312206978,0.9918737842457778,0.9931009954761809,0.9958300591976237,0.9954956851892216,0.9927564038710559,0.9400800286704855,0.9486340134162277,0.9437010187285576,0.965984090445239,0.9426274794607611,0.9588369442449082,0.9482313051345571,0.9418692055452405,0.9994591338731523,1.0,0.9931573946674392,0.9987071677362356,0.9979483531704507,0.9975820350039475
2348.0067416,0.9260426349300686,0.9558346093023165,0.9599487213988811,0.9621632768235772,0.9302550286047495,0.9456406490752882,0.968299250206497,0.9766981810444472,0.9729562549062281,0.9717662424317967,0.9666864956165617,0.97249895047461,1.0,1.0,0.9988131187503686,0.9988251249113923,0.9444354653859094,1.0,1.0,0.9625262733872122,0.9947388219021985,0.9994354000583854,0.9999894332762869,0.9994321990045771,0.9986604002894629,1.0,0.9884029843191017,0.9921130660947629,0.9711974154619255,0.9929501049888678,0.990570936030874,0.9953852180270357,0.9919723820252547,0.9907033327088732,0.9985397061687573,0.998745271178424,0.999121878025818,0.9959212088236041,0.9494887090967643,0.945425088707649,0.9475121607544889,0.9663509579278958,0.9379475007347366,0.9532311892176701,0.9496120699435637,0.9351331554165548,0.9991808450153471,0.9988262085891102,0.9964521291399706,0.9976076491600193,0.998423535218742,0.9978883004728831
2357.49873856,0.9363928324454616,0.9612270856169103,0.9695394729810477,0.9676984436505647,0.9361953549630997,0.9532670372809129,0.9740972275658323,0.9808124795194172,0.980560445795398,0.9822104214395232,0.9741698542487481,0.9784694821233721,1.0,1.0,1.0,0.9981542784299667,0.9537386870136498,1.0,1.0,0.9685559005473473,0.9989499984910367,1.0,1.0,1.0,1.0,1.0,0.9941104705888194,0.9961274418804291,0.9833658864467646,0.9981375073312372,0.990131627979329,0.9960231840657018,0.9967046344081493,0.9905781009673951,0.9994182350282123,1.0,1.0,0.9983748844703225,0.961413169802383,0.9476728527875592,0.9585535103975815,0.9708283171608162,0.947242191487612,0.9545712763061426,0.9540374783370854,0.9415516818084927,0.9999999999999998,0.9989871494375906,0.9977274928286265,0.9992783132719324,1.0,0.9989557019692145
2366.9950812,0.951227357241575,0.9703226592434386,0.9790603903900046,0.977694186605267,0.9464500872245338,0.9626315755961896,0.9762248862937971,0.98151041020897,0.9825607079742291,0.9844555794267503,0.9790984117198558,0.9824089384281262,1.0,0.9993997084952115,0.9998048912880013,0.9999073157324984,0.9581315822134356,1.0,1.0,0.9741158793845199,1.0,1.0,1.0,1.0,1.0,1.0,0.9975552354845075,0.999999516581623,0.9877677049162801,0.9995051838289484,0.9944570476033066,0.9995333031054717,0.9981998824565717,0.9921123973738735,1.0,1.0,1.0,0.9995232089141849,0.9678708661560554,0.9550323602613527,0.9622041872345168,0.9802026806419614,0.9652548636303466,0.9673841647719946,0.9651991101736049,0.9626343264667635,0.9999999999999998,0.9991942277254608,0.9980110141848603,0.9994113707990364,0.9993611742666668,0.998592104833655
2376.49574055,0.9672008115221925,0.9790275274776234,0.9901563468672416,0.9844579857770813,0.9540745479370049,0.9636615352324825,0.9754811240875734,0.9815277471437293,0.981628426909888,0.985305797244181,0.9791591030502628,0.9809150585175317,0.9986337514905742,1.0,0.9992978347928871,1.0,0.9611855454672319,0.9975943738513592,0.9998440752903829,0.9750838523415603,0.9995245346930174,0.9997395932598583,0.9996873909517792,1.0,1.0,0.9986937620038318,0.9994307281839999,1.0,0.9901508953928776,0.9970680556341579,0.9950884631080037,0.9983056167499962,0.9969692996179498,0.9963728496469351,1.0,0.9999679132243512,1.0,1.0,0.9776020603231907,0.9609635292632724,0.9674592385356146,0.9862184509755618,0.9843422513514297,0.9822861141314855,0.9801192583536106,0.9831275294671997,0.9995013164644239,0.9991403866922974,0.9989896293427988,0.9991728528451133,0.9982369245022358,0.9981060851609701
2386.00068793,0.977304144368039,0.9863618769062205,0.9959399449897044,0.9896811476906364,0.9572467770179873,0.9602692406555111,0.9782755863266778,0.9852436713527405,0.9824018392546212,0.9870601016725872,0.9791199131069803,0.9814050127132633,0.9988307801821461,1.0,1.0,1.0,0.9668987968533181,0.993517086783493,0.9954493828564617,0.9741295315032121,0.9954240515057191,0.9969802029405138,0.9936222370882319,0.9994038993542576,0.9998273625739345,0.9921842129291847,0.9985368013440293,1.0,0.9945313323214804,0.9932113237556848,0.9960536483498917,0.9979434031950631,0.9936173814858201,0.9954980219586438,1.0,0.9992336335644006,0.9995791345379087,0.998908713724477,0.985029700317303,0.9697143923561953,0.9733970372904792,0.9892567643308867,0.9930648151798819,0.9893904237753939,0.9951404597729578,0.9954086899087718,0.9977085855060375,0.9987676340762727,0.9991878923165883,1.0,0.9983945722127041,0.9976577007732665
